"gs_id","gs_description","gs_pvalue","gs_genes","gs_de_count","gs_bg_count","Expected","DE_count","z_score","aggr_score"
"GO:0010605","negative regulation of macromolecule metabolic process",0.00141,"AFF2,ANXA2,BANP,C1QBP,CD96,CEBPB,CHD3,CHID1,DUSP1,DUSP6,EGR1,ERI1,EXOSC3,FLCN,GBP1,GZMB,HELZ2,IFI27,IFI6,IFNG,LAG3,LAPTM4B,LEF1,LYAR,MMP12,MXD4,NIBAN2,NOC2L,NOP53,OAS1,PA2G4,PABPC1,PASK,PINK1,PLAUR,PPID,RAN,RBFOX2,RIOX2,RTN2,RUVBL2,S100A11,SLC7A5,SMARCA2,SMG6,SQSTM1,SSB,TRUB1,TXN,VSIR,WARS1,ZBTB18,ZBTB32",53,1898,34.34,53,2.60985071502509,0.334634038172961
"GO:0042254","ribosome biogenesis",0.0017,"C1QBP,ERI1,EXOSC3,GAR1,ISG20,LYAR,NHP2,NOC2L,NOP53,NPM3,PA2G4,RAN,RIOX2",13,281,5.08,13,3.05085107923876,0.455120314726687
"GO:0099601","regulation of neurotransmitter receptor activity",0.0017,"IFNG,KLHL24,NETO2,PINK1",4,29,0.52,4,0,0.218870144800315
"GO:1904874","positive regulation of telomerase RNA localization to Cajal body",0.0018,"CCT4,NHP2,RUVBL2",3,14,0.25,3,1.73205080756888,0.422256606683257
"GO:0032103","positive regulation of response to external stimulus",0.00194,"C1QBP,CEBPB,CSF1,CXCL10,DDX60,HSPD1,IFNG,IL16,LAG3,MAPKAPK3,MMP12,NOP53,OAS1,OSM,POLR3G,STX3,UNC93B1",17,342,6.19,17,3.15296312547233,0.805781381067961
"GO:0032481","positive regulation of type I interferon production",0.00197,"DHX33,HSPD1,MMP12,OAS1,POLR3G",5,50,0.9,5,2.23606797749979,1.01760290870422
"GO:0032660","regulation of interleukin-17 production",0.00219,"IFNG,OSM,SLC7A5,VSIR",4,31,0.56,4,1,0.995660023997555
"GO:0003723","RNA binding",0.0024,"AFF2,AKAP8L,ANXA2,C1QBP,CCT4,CHD3,CKAP4,CLUH,CMSS1,DDX60,DHX33,EIF5A,ELAPOR1,ERI1,EXOSC3,FARSB,FKBP4,GAR1,HELZ2,HSPD1,ISG20,LYAR,NHP2,NME1,NOC2L,NOP53,NPM3,OAS1,PA2G4,PABPC1,PUS1,RAN,RBFOX2,RPL22L1,RRBP1,SMG6,SPATS2L,SSB,TCOF1,TRUB1,TUFM,TXN",42,1439,25.61,42,4.32049379893857,0.382887346513825
"GO:0008009","chemokine activity",0.0026,"CXCL10,CXCL11,CXCL9",3,16,0.28,3,1.73205080756888,1.73244671552291
"GO:1902570","protein localization to nucleolus",0.0027,"NOP53,POLR1A,RAN",3,16,0.29,3,0.577350269189626,0.0085446843038486
"GO:0006744","ubiquinone biosynthetic process",0.0027,"COQ2,COQ3,NDUFA9",3,16,0.29,3,1.73205080756888,0.567755347026729
"GO:0042582","azurophil granule",0.0029,"ANXA2,ARHGAP45,CKAP4,PA2G4,RAB37,STX3,TXNDC5",7,107,1.91,7,1.13389341902768,0.104788546670295
"GO:0039535","regulation of RIG-I signaling pathway",0.00324,"C1QBP,DDX60,NOP53",3,17,0.31,3,0.577350269189626,0.278712670660903
"GO:0008307","structural constituent of muscle",0.0037,"MYL6B,NEXN,TPM4",3,18,0.32,3,0.577350269189626,0.522616120075796
"GO:0009303","rRNA transcription",0.00382,"NOP53,NPM3,POLR1B,TCOF1",4,36,0.65,4,1,0.206674902616954
"GO:0006360","transcription by RNA polymerase I",0.00408,"DHX33,LYAR,NOP53,POLR1A,TCOF1",5,59,1.07,5,1.34164078649987,0.244506912249323
"GO:0061515","myeloid cell development",0.00408,"ANXA2,CEBPB,EVI2B,LYAR,TSPAN2",5,59,1.07,5,0.447213595499958,0.0137611348500549
"GO:0030225","macrophage differentiation",0.00422,"CSF1,IFNG,LIF,TSPAN2",4,37,0.67,4,1,0.814832785275973
"GO:0007566","embryo implantation",0.00422,"C1QBP,FKBP4,LIF,POLR1B",4,37,0.67,4,2,0.836479107865571
"GO:0044090","positive regulation of vacuole organization",0.0045,"ANXA2,ELAPOR1,WIPI1",3,19,0.34,3,0.577350269189626,0.136008556533292
"GO:0031349","positive regulation of defense response",0.00454,"C1QBP,CEBPB,DDX60,HSPD1,IFNG,IL16,LAG3,MAPKAPK3,MMP12,NOP53,OAS1,OSM,POLR3G,UNC93B1",14,264,4.78,14,2.67261241912424,0.775361880133024
"GO:0043457","regulation of cellular respiration",0.00465,"FLCN,IFNG,NOP53,PINK1",4,38,0.69,4,-1,0.0430748877499926
"GO:0033138","positive regulation of peptidyl-serine phosphorylation",0.00472,"IFNG,LIF,OSM,PINK1,TXN",5,61,1.1,5,1.34164078649987,1.01163592657255
"GO:0005912","adherens junction",0.005,"ANXA2,KLHL24,NEXN,NIBAN2,S100A11,TJP2,TSPAN33",7,118,2.1,7,0.377964473009227,0.0462056214157497
"GO:0031638","zymogen activation",0.00511,"ANXA2,CYCS,PLAUR,VSIR",4,39,0.71,4,1,0.416797378313098
"GO:0070373","negative regulation of ERK1 and ERK2 cascade",0.0056,"DUSP6,FLCN,GBP1,LIF",4,40,0.72,4,1,0.647089906920961
"GO:0002931","response to ischemia",0.0056,"CSF1,EGR1,PINK1,SQSTM1",4,40,0.72,4,0,0.329998789949826
"GO:0071621","granulocyte chemotaxis",0.00579,"C1QBP,CSF1,CXCL10,CXCL11,CXCL9",5,64,1.16,5,2.23606797749979,1.31481085881304
"GO:0005697","telomerase holoenzyme complex",0.0058,"GAR1,NHP2,SMG6",3,21,0.37,3,0.577350269189626,0.142035552245196
"GO:0036126","sperm flagellum",0.0058,"ATP1B3,GABARAP,HSPD1,RAN,SQSTM1",5,65,1.16,5,0.447213595499958,0.13370668942853
"GO:0050920","regulation of chemotaxis",0.0059,"C1QBP,CSF1,CXCL10,DUSP1,IL16,SEMA3A,STX3",7,120,2.17,7,1.88982236504614,0.644701053535075
"GO:0009986","cell surface",0.0059,"ANXA2,C1QBP,CD40LG,CXCL10,CXCL9,HSPD1,KCNH2,L1CAM,LAG3,PLAUR,RTN2,SLC7A5,TCN2,TNFRSF9,TSPAN33",15,407,7.25,15,1.29099444873581,0.189039439726406
"GO:0045785","positive regulation of cell adhesion",0.00598,"ADAM19,C1QBP,CD40LG,CSF1,FLCN,GCNT1,HSPD1,HSPH1,IFNG,LEF1,LIF,PLAUR,SMARCA2,STX3,TMIGD2,VSIR",16,319,5.77,16,1.5,0.483287196660556
"GO:0032753","positive regulation of interleukin-4 production",0.00601,"CD40LG,CEBPB,SLC7A5",3,21,0.38,3,1.73205080756888,0.686582465856567
"GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide",0.00601,"CXCL10,CXCL11,CXCL9",3,21,0.38,3,1.73205080756888,1.73244671552291
"GO:0070034","telomerase RNA binding",0.0066,"GAR1,NHP2,SMG6",3,22,0.39,3,0.577350269189626,0.142035552245196
"GO:0046822","regulation of nucleocytoplasmic transport",0.0069,"AKAP8L,IFI27,IFNG,MX2,RAN,TXN",6,94,1.7,6,1.63299316185545,0.849064614919668
"GO:1990869","cellular response to chemokine",0.00726,"CXCL10,CXCL11,CXCL9,DUSP1",4,43,0.78,4,2,1.43694341451464
"GO:0035065","regulation of histone acetylation",0.00726,"FLCN,LIF,NOC2L,RUVBL2",4,43,0.78,4,1,0.459365640251327
"GO:0005788","endoplasmic reticulum lumen",0.0073,"APOL1,CKAP4,CSF1,GOLM1,PLAUR,TSPAN33,TXNDC5,WNT5B",8,159,2.83,8,1.41421356237309,0.256130176265149
"GO:0004540","ribonuclease activity",0.0074,"ERI1,EXOSC3,HELZ2,ISG20,RNASEK,SMG6",6,97,1.73,6,0.816496580927726,0.320672325074086
"GO:0051281","positive regulation of release of sequestered calcium ion into cytosol",0.0078,"CXCL10,CXCL11,CXCL9",3,23,0.42,3,1.73205080756888,1.73244671552291
"GO:0032689","negative regulation of type II interferon production",0.0078,"C1QBP,CD96,VSIR",3,23,0.42,3,-0.577350269189626,-0.226835929500632
"GO:0050863","regulation of T cell activation",0.00821,"CD40LG,CEBPB,HSPD1,HSPH1,IFNG,LAG3,LEF1,SMARCA2,TMIGD2,TNFRSF9,VSIR",11,264,4.78,11,0.301511344577764,0.231095654349216
"GO:0042981","regulation of apoptotic process",0.00828,"ASNS,C1QBP,CD40LG,CEBPB,CXCL10,DUSP6,EGR1,EIF5A,EVI2B,FIGNL1,FLCN,FOSL1,HSPD1,IFI6,IFNG,LEF1,NIBAN2,NME1,NOC2L,NOP53,PA2G4,PINK1,PLAUR,PPID,RUVBL2,SLC7A5,SQSTM1,TXNDC5",28,971,17.57,28,3.02371578407382,0.499366984750848
"GO:0098632","cell-cell adhesion mediator activity",0.0084,"ANXA2,NEXN,S100A11",3,24,0.43,3,1.73205080756888,0.845521657607811
"GO:0008285","negative regulation of cell population proliferation",0.00865,"CEBPB,DUSP1,FLCN,FOSL1,IFNG,IGFBP6,LIF,NIBAN2,NME1,OSM,S100A11,SMARCA2,TNFRSF9,VSIR,WARS1",15,419,7.58,15,1.80739222823013,0.623029779970667
"GO:1903039","positive regulation of leukocyte cell-cell adhesion",0.00869,"CD40LG,GCNT1,HSPD1,HSPH1,IFNG,LEF1,SMARCA2,TMIGD2,VSIR",9,195,3.53,9,0.333333333333333,0.318471265517951
"GO:1901861","regulation of muscle tissue development",0.00879,"FLCN,LEF1,NIBAN2",3,24,0.43,3,-0.577350269189626,-0.109469049353538
"GO:1905330","regulation of morphogenesis of an epithelium",0.00879,"CXCL10,LIF,WNT5B",3,24,0.43,3,0.577350269189626,0.498039781590577
"GO:1901031","regulation of response to reactive oxygen species",0.00879,"GCH1,PINK1,TXN",3,24,0.43,3,0.577350269189626,0.170001394977939
"GO:0090501","RNA phosphodiester bond hydrolysis",0.00939,"ERI1,EXOSC3,HELZ2,ISG20,NHP2,RNASEK,SMG6",7,131,2.37,7,1.13389341902768,0.335191755435787
"GO:0034097","response to cytokine",0.0094,"CEBPB,CSF1,CXCL10,CXCL11,CXCL9,DUSP1,EGR1,EIF5A,FOSL1,GBP1,GCH1,HSPD1,IFI27,IFNG,LEF1,MAPKAPK3,MMP12,MX2,NEFH,OAS1,OSM,SRM",22,598,10.82,22,4.26401432711221,1.03375945406539
"GO:0008083","growth factor activity",0.0094,"CSF1,FGF11,LIF,OSM",4,47,0.84,4,1,0.766437368669793
"GO:0004222","metalloendopeptidase activity",0.0094,"ADAM19,ATP23,MMP12,NLN",4,47,0.84,4,1,0.612022677960189
"GO:0032496","response to lipopolysaccharide",0.00985,"CD96,CEBPB,CSF1,CXCL10,CXCL11,CXCL9,GCH1,MAPKAPK3,SLC7A5",9,199,3.6,9,2.33333333333333,0.849061788435949
"GO:0090312","positive regulation of protein deacetylation",0.00986,"AKAP8L,IFNG,PINK1",3,25,0.45,3,-0.577350269189626,0.312741709150661
"GO:1904377","positive regulation of protein localization to cell periphery",0.00992,"EPB41,IFNG,SQSTM1,STX3",4,47,0.85,4,0,0.496781415871031
"GO:0097225","sperm midpiece",0.0106,"GABARAP,HSPD1,SQSTM1",3,26,0.46,3,-0.577350269189626,-0.0648565351746614
"GO:0051896","regulation of protein kinase B signaling",0.01062,"C1QBP,FLCN,NOP53,OSM,PINK1,TXN",6,103,1.86,6,0,0.146791434668604
"GO:0034250","positive regulation of amide metabolic process",0.01098,"C1QBP,EIF5A,IFNG,PABPC1,PASK,PINK1,SSB",7,135,2.44,7,0.377964473009227,0.268350844447596
"GO:0045589","regulation of regulatory T cell differentiation",0.011,"IFNG,LAG3,VSIR",3,26,0.47,3,0.577350269189626,0.673358902208568
"GO:0140662","ATP-dependent protein folding chaperone",0.0117,"CCT4,HSPD1,HSPH1",3,27,0.48,3,1.73205080756888,0.653193158865607
"GO:0006364","rRNA processing",0.01253,"ERI1,EXOSC3,GAR1,ISG20,LYAR,NHP2,NOP53,NPM3,PA2G4",9,207,3.75,9,2.33333333333333,0.425240630055382
"GO:0070016","armadillo repeat domain binding",0.0128,"CALCOCO1,LEF1",2,10,0.18,2,-1.41421356237309,-0.636477406783568
"GO:0030331","nuclear estrogen receptor binding",0.0129,"LEF1,PPID,WIPI1",3,28,0.5,3,0.577350269189626,0.272245178059086
"GO:0006457","protein folding",0.01292,"CCT4,DNAJC4,FKBP4,HSPD1,HSPH1,PPID,RUVBL2,TXNDC5",8,173,3.13,8,2.12132034355964,0.376430472233968
"GO:0007267","cell-cell signaling",0.01297,"CALCOCO1,CHRNA6,CXCL10,CXCL11,CXCL9,EGR1,FGF11,FRMD8,GABARAP,GLS,IFNG,IGFBP6,LEF1,LIF,NEFH,NETO2,NIBAN2,OSM,PASK,PINK1,RUVBL2,SQSTM1,STX3,WNT5B",24,825,14.93,24,0.816496580927726,0.422239944558402
"GO:0030223","neutrophil differentiation",0.01319,"EVI2B,LEF1",2,10,0.18,2,-1.41421356237309,-0.685494646788568
"GO:0051447","negative regulation of meiotic cell cycle",0.01319,"DUSP1,LIF",2,10,0.18,2,1.41421356237309,0.993341730109325
"GO:0031125","rRNA 3'-end processing",0.01319,"ERI1,EXOSC3",2,10,0.18,2,1.41421356237309,0.455221506591349
"GO:1901857","positive regulation of cellular respiration",0.01319,"IFNG,PINK1",2,10,0.18,2,0,0.730367618832197
"GO:1903206","negative regulation of hydrogen peroxide-induced cell death",0.01319,"PINK1,TXN",2,10,0.18,2,0,-0.0185619464770327
"GO:1901032","negative regulation of response to reactive oxygen species",0.01319,"PINK1,TXN",2,10,0.18,2,0,-0.0185619464770327
"GO:0045066","regulatory T cell differentiation",0.0135,"IFNG,LAG3,VSIR",3,28,0.51,3,0.577350269189626,0.673358902208568
"GO:0097009","energy homeostasis",0.0135,"FLCN,PASK,SQSTM1",3,28,0.51,3,-1.73205080756888,-0.449704725746712
"GO:0050921","positive regulation of chemotaxis",0.0138,"C1QBP,CSF1,CXCL10,IL16,STX3",5,79,1.43,5,1.34164078649987,0.54541329045546
"GO:0005775","vacuolar lumen",0.014,"ANXA2,ARHGAP45,CHID1,PA2G4,TCN2,TXNDC5",6,111,1.98,6,1.63299316185545,0.504646395393019
"GO:0032755","positive regulation of interleukin-6 production",0.01405,"HSPD1,IFNG,IL16,UNC93B1",4,52,0.94,4,1,0.65930468908902
"GO:0005730","nucleolus",0.0142,"C1QBP,CHD3,DHX33,DTL,ERI1,EXOSC3,GAR1,ISG20,LYAR,NHP2,NOC2L,NOP53,NPM3,PA2G4,POLR1A,POLR1B,PPID,RAN,RIOX2,SMG6,SPATS2L,TCOF1,XPC,YPEL3",24,844,15.04,24,2.85773803324704,0.27220871324489
"GO:1900180","regulation of protein localization to nucleus",0.01437,"CCT4,FLCN,IFNG,LIF,POLR1A,RAN",6,110,1.99,6,1.63299316185545,0.735641706268423
"GO:0051952","regulation of amine transport",0.01487,"CHRNA6,PINK1,SLC7A5",3,29,0.52,3,-0.577350269189626,-0.18928322862441
"GO:0000469","cleavage involved in rRNA processing",0.01487,"ERI1,EXOSC3,NHP2",3,29,0.52,3,1.73205080756888,0.444250450262897
"GO:0030593","neutrophil chemotaxis",0.01499,"C1QBP,CXCL10,CXCL11,CXCL9",4,53,0.96,4,2,1.45732621149649
"GO:0044877","protein-containing complex binding",0.0152,"C1QBP,CD40LG,DHX33,EIF5A,EPB41,ERI1,FLCN,FYB1,GBP1,GCH1,HSPD1,MMP12,NDUFA9,NEFH,NEXN,NME1,NOC2L,PINK1,RAN,RUVBL2,SMG6,SQSTM1,TPM4,UBE2S,XPC",25,896,15.95,25,2.2,0.313320860499686
"GO:0010557","positive regulation of macromolecule biosynthetic process",0.01528,"AKAP8L,ANXA2,C1QBP,CALCOCO1,CCT4,CEBPB,CHD3,CRTC2,CXCL10,DHX33,EGR1,EIF5A,FLCN,FOSL1,GINS1,HELZ2,HSPH1,IFNG,KCNH2,LEF1,LIF,LYAR,MMP12,NIBAN2,OSM,PABPC1,PASK,PINK1,RUVBL2,SMARCA2,SQSTM1,SSB,XPC,ZBTB18,ZNF33B",35,1347,24.37,35,0.845154254728517,0.254190400111687
"GO:0034511","U3 snoRNA binding",0.0154,"ISG20,NHP2",2,11,0.2,2,1.41421356237309,0.647520424099711
"GO:0035259","nuclear glucocorticoid receptor binding",0.0154,"CEBPB,FKBP4",2,11,0.2,2,1.41421356237309,0.7013786964016
"GO:0009982","pseudouridine synthase activity",0.0154,"PUS1,TRUB1",2,11,0.2,2,1.41421356237309,0.519874095946272
"GO:0002683","negative regulation of immune system process",0.01576,"C1QBP,CD96,CEBPB,DUSP1,GBP1,LAG3,LYAR,MMP12,OAS1,UBASH3A,VSIR",11,290,5.25,11,1.50755672288882,0.425868022891055
"GO:0001818","negative regulation of cytokine production",0.01577,"C1QBP,CD96,CHID1,GBP1,IFNG,LAG3,LAPTM4B,LEF1,OAS1,VSIR",10,170,3.08,10,1.26491106406735,0.435957957186778
"GO:0032700","negative regulation of interleukin-17 production",0.01593,"IFNG,VSIR",2,11,0.2,2,0,0.830815096388919
"GO:0072210","metanephric nephron development",0.01593,"EGR1,LIF",2,11,0.2,2,1.41421356237309,1.50375969692545
"GO:0006611","protein export from nucleus",0.01597,"DESI1,IFI27,RAN,TXN",4,54,0.98,4,2,0.692887360406106
"GO:0042330","taxis",0.01623,"C1QBP,CSF1,CXCL10,CXCL11,CXCL9,DUSP1,FOSL1,IL16,L1CAM,LEF1,MACO1,NEXN,NIBAN2,PLAUR,SEMA3A,STX3",16,297,5.37,16,2,0.651986417440686
"GO:0006935","chemotaxis",0.01623,"C1QBP,CSF1,CXCL10,CXCL11,CXCL9,DUSP1,FOSL1,IL16,L1CAM,LEF1,MACO1,NEXN,NIBAN2,PLAUR,SEMA3A,STX3",16,297,5.37,16,2,0.651986417440686
"GO:0015837","amine transport",0.0163,"CHRNA6,PINK1,SLC7A5",3,30,0.54,3,-0.577350269189626,-0.18928322862441
"GO:0002449","lymphocyte mediated immunity",0.01657,"C1QBP,CD40LG,CD96,EXOSC3,GZMB,HSPD1,LAG3,UNC93B1",8,181,3.27,8,2.12132034355964,0.41582959193763
"GO:0050870","positive regulation of T cell activation",0.01657,"CD40LG,HSPD1,HSPH1,IFNG,LEF1,SMARCA2,TMIGD2,VSIR",8,181,3.27,8,0,0.273318093923712
"GO:0019221","cytokine-mediated signaling pathway",0.01727,"CSF1,CXCL10,CXCL11,CXCL9,EGR1,EIF5A,IFI27,IFNG,MMP12,OAS1,OSM",11,294,5.32,11,3.3166247903554,1.45247843071929
"GO:1901998","toxin transport",0.01782,"CCT4,CRTC2,SLC29A4",3,31,0.56,3,-0.577350269189626,-0.368240001142249
"GO:0048770","pigment granule",0.0182,"ANXA2,ATP1B3,CCT4,RAN,STX3",5,86,1.53,5,2.23606797749979,0.522779942523508
"GO:0042470","melanosome",0.0182,"ANXA2,ATP1B3,CCT4,RAN,STX3",5,86,1.53,5,2.23606797749979,0.522779942523508
"GO:0045727","positive regulation of translation",0.01824,"C1QBP,EIF5A,PABPC1,PASK,PINK1,SSB",6,116,2.1,6,0,-0.0343756962903218
"GO:0001054","RNA polymerase I activity",0.0183,"POLR1A,POLR1B",2,12,0.21,2,1.41421356237309,0.565800000708959
"GO:0031314","extrinsic component of mitochondrial inner membrane",0.0184,"ATP23,COQ3",2,12,0.21,2,0,-0.0951686635049739
"GO:0051168","nuclear export",0.01867,"AKAP8L,DESI1,IFI27,RAN,SMG6,SSB,TXN",7,150,2.71,7,1.13389341902768,0.28304196070152
"GO:0002684","positive regulation of immune system process",0.01874,"C1QBP,CD40LG,CSF1,CXCL10,DDX60,EVI2B,EXOSC3,FYB1,GBP1,HSPD1,HSPH1,IFNG,LAG3,LEF1,LIF,MAPKAPK3,MMP12,NOP53,OAS1,POLR3G,SLC7A5,SMARCA2,TMIGD2,UBASH3A,UNC93B1,VSIR",26,664,12.01,26,1.96116135138184,0.471671065506283
"GO:1902883","negative regulation of response to oxidative stress",0.01889,"PINK1,TXN",2,12,0.22,2,0,-0.0185619464770327
"GO:0010755","regulation of plasminogen activation",0.01889,"ANXA2,PLAUR",2,12,0.22,2,1.41421356237309,0.660392798091784
"GO:0030852","regulation of granulocyte differentiation",0.01889,"EVI2B,LEF1",2,12,0.22,2,-1.41421356237309,-0.685494646788568
"GO:0050433","regulation of catecholamine secretion",0.01889,"CHRNA6,PINK1",2,12,0.22,2,-1.41421356237309,-0.65725805043636
"GO:0045651","positive regulation of macrophage differentiation",0.01889,"CSF1,LIF",2,12,0.22,2,1.41421356237309,1.09049969840403
"GO:0072111","cell proliferation involved in kidney development",0.01889,"EGR1,FLCN",2,12,0.22,2,0,0.559077755521268
"GO:0010992","ubiquitin recycling",0.01889,"PINK1,UBE2S",2,12,0.22,2,0,-0.100504643370704
"GO:0045824","negative regulation of innate immune response",0.01913,"CD96,LYAR,MMP12,OAS1",4,57,1.03,4,1,0.694498357472081
"GO:1905475","regulation of protein localization to membrane",0.01967,"GBP1,GZMB,IFNG,NETO2,SQSTM1,STX3",6,118,2.14,6,1.63299316185545,0.854988222647509
"GO:0016853","isomerase activity",0.0197,"FKBP4,HSPD1,PPID,PUS1,TRUB1,TXNDC5",6,120,2.14,6,2.44948974278318,0.501304813352458
"GO:0005126","cytokine receptor binding",0.0199,"CD40LG,CSF1,CXCL10,CXCL11,CXCL9,IFNG,IL22,LIF,OSM",9,138,2.46,9,3,1.50199038533704
"GO:0030515","snoRNA binding",0.0202,"GAR1,ISG20,NHP2",3,33,0.59,3,1.73205080756888,0.623474575731996
"GO:0045088","regulation of innate immune response",0.02087,"C1QBP,CD96,DDX60,HSPD1,LAG3,LYAR,MAPKAPK3,MMP12,NOP53,OAS1,POLR3G,UNC93B1",12,246,4.45,12,2.3094010767585,0.585806078505818
"GO:0007517","muscle organ development",0.02091,"CXCL10,EGR1,LEF1,LIF,MYL6B,NIBAN2,NLN,ZBTB18",8,189,3.42,8,0.707106781186547,0.515540432579641
"GO:0032653","regulation of interleukin-10 production",0.02107,"CD40LG,HSPD1,VSIR",3,33,0.6,3,0.577350269189626,0.225292766437172
"GO:0032613","interleukin-10 production",0.02107,"CD40LG,HSPD1,VSIR",3,33,0.6,3,0.577350269189626,0.225292766437172
"GO:0032675","regulation of interleukin-6 production",0.0211,"CEBPB,HSPD1,IFNG,IL16,UNC93B1",5,88,1.59,5,1.34164078649987,0.680773423840224
"GO:0032635","interleukin-6 production",0.0211,"CEBPB,HSPD1,IFNG,IL16,UNC93B1",5,88,1.59,5,1.34164078649987,0.680773423840224
"GO:0098641","cadherin binding involved in cell-cell adhesion",0.0214,"ANXA2,S100A11",2,13,0.23,2,1.41421356237309,0.424723543402723
"GO:0035255","ionotropic glutamate receptor binding",0.0214,"NETO2,SQSTM1",2,13,0.23,2,0,0.285963864039746
"GO:0005521","lamin binding",0.0214,"AKAP8L,IFI27",2,13,0.23,2,0,0.404847037325216
"GO:0005736","RNA polymerase I complex",0.0214,"POLR1A,POLR1B",2,13,0.23,2,1.41421356237309,0.565800000708959
"GO:0061077","chaperone-mediated protein folding",0.02145,"CCT4,FKBP4,HSPH1,PPID",4,59,1.07,4,2,0.610145042693894
"GO:0003899","DNA-directed 5'-3' RNA polymerase activity",0.0219,"POLR1A,POLR1B,POLR3G",3,34,0.61,3,1.73205080756888,0.786551559829984
"GO:0008637","apoptotic mitochondrial changes",0.02204,"GZMB,HSPD1,IFI6,PINK1,PLAUR",5,89,1.61,5,1.34164078649987,0.656325882334579
"GO:0006071","glycerol metabolic process",0.02206,"COQ2,COQ3",2,13,0.24,2,1.41421356237309,0.598631444588704
"GO:0043576","regulation of respiratory gaseous exchange",0.02206,"GLS,PASK",2,13,0.24,2,0,-0.00263522257239818
"GO:0009110","vitamin biosynthetic process",0.02206,"IFNG,PSAT1",2,13,0.24,2,1.41421356237309,1.39947481088678
"GO:2000310","regulation of NMDA receptor activity",0.02206,"IFNG,PINK1",2,13,0.24,2,0,0.730367618832197
"GO:0050432","catecholamine secretion",0.02206,"CHRNA6,PINK1",2,13,0.24,2,-1.41421356237309,-0.65725805043636
