"gs_id","gs_description","gs_pvalue","gs_genes","gs_de_count","gs_bg_count","Expected","DE_count","z_score","aggr_score"
"GO:0050729","positive regulation of inflammatory response",0.00268,"IFNG,IL16,IL2,IL23A,OSM,PDCD4",6,80,1.39,6,0.816496580927726,0.779255250530977
"GO:0008009","chemokine activity",0.0027,"CCL22,CXCL10,CXCL11",3,17,0.29,3,1.73205080756888,1.26334450216433
"GO:0032496","response to lipopolysaccharide",0.00273,"CD96,CSF1,CSF2,CXCL10,CXCL11,IL13,IRAK1,MAPKAPK3,PDCD4,SLC7A5",10,201,3.5,10,1.89736659610103,0.775243602261696
"GO:0048660","regulation of smooth muscle cell proliferation",0.00285,"CTNNB1,HBEGF,IFNG,IL13,IRAK1,PDCD4",6,81,1.41,6,1.63299316185545,0.947894420763851
"GO:0002697","regulation of immune effector process",0.00291,"BCL6,C1QBP,CD40LG,CD96,IFNG,IL13,IL2,IL23A,PVR,SLAMF6,SLC7A5",11,237,4.13,11,1.50755672288882,0.537605621689732
"GO:0048545","response to steroid hormone",0.00293,"CALCOCO1,CNOT2,FBXO32,FKBP4,FOSL1,GOT1,LBH,RAN,TRERF1,TXNIP",10,203,3.54,10,-0.632455532033676,-0.110006378834031
"GO:2000679","positive regulation of transcription regulatory region DNA binding",0.00296,"CTNNB1,IFNG,NIBAN2",3,17,0.3,3,1.73205080756888,1.00889661993784
"GO:0034391","regulation of smooth muscle cell apoptotic process",0.00296,"IFNG,PDCD4,SLC7A5",3,17,0.3,3,0.577350269189626,0.738107034527721
"GO:0003682","chromatin binding",0.003,"BCL6,CALCOCO1,CKS2,CTNNB1,E2F4,EGR1,EGR2,LEF1,MED12,NAP1L1,NCOA1,NOC2L,POLR1A,RAN,SMARCA2,TRIM28",16,438,7.4,16,0.5,0.0360834810950627
"GO:0050921","positive regulation of chemotaxis",0.00303,"C1QBP,CSF1,CXCL10,IL16,IL23A,STX3",6,82,1.43,6,1.63299316185545,0.559889027967426
"GO:0007566","embryo implantation",0.00307,"C1QBP,FKBP4,LIF,TRIM28",4,35,0.61,4,2,0.750035038156032
"GO:0050769","positive regulation of neurogenesis",0.0031,"CTNNB1,EGR2,IFNG,L1CAM,LIF,LRP8,NAP1L1,SLC7A5",8,140,2.44,8,1.41421356237309,0.56443472775469
"GO:0006955","immune response",0.00326,"APOL1,ATAD3A,BCL6,C1QBP,CBLB,CCL22,CD27,CD40LG,CD96,CSF1,CSF2,CXCL10,CXCL11,GBP1,IFI27,IFNG,IL13,IL16,IL2,IL23A,IL3,IRAK1,ISG20,LEF1,LFNG,LIF,LRP8,LYAR,MAPKAPK3,MMP12,OAS1,OSM,PNP,POLR3E,PPP1R14B,PVR,SLAMF6,SLC7A5,TMIGD2,TRIM28",40,1079,18.82,40,3.79473319220206,0.620220898371842
"GO:0043408","regulation of MAPK cascade",0.00331,"CCL22,CD27,CTNNB1,DHX33,DUSP2,DUSP6,GBP1,IGFBP6,IRAK1,LBH,LIF,NTRK1,OSM,PDCD4,SPRY4",15,389,6.78,15,2.32379000772445,0.649048719339204
"GO:0007267","cell-cell signaling",0.00334,"CALCOCO1,CCL22,CHRNA6,CTNNB1,CXCL10,CXCL11,EGR1,EGR2,EGR3,IFNG,IGFBP6,IL2,IL3,LEF1,LIF,LMBR1L,LRP8,MED12,NIBAN2,NTRK1,OSM,PASK,SLC6A6,SQSTM1,STX3,WNT5B",26,849,14.8,26,1.96116135138184,0.521499140635753
"GO:0042104","positive regulation of activated T cell proliferation",0.00351,"IL2,IL23A,TMIGD2",3,18,0.31,3,0.577350269189626,0.369877008304039
"GO:1905332","positive regulation of morphogenesis of an epithelium",0.00351,"CTNNB1,LIF,WNT5B",3,18,0.31,3,0.577350269189626,0.0474901508539974
"GO:0006360","transcription by RNA polymerase I",0.00357,"DHX33,LYAR,MARS1,POLR1A,TCOF1",5,59,1.03,5,2.23606797749979,0.614250706453122
"GO:0008013","beta-catenin binding",0.0036,"CALCOCO1,CTNNB1,LEF1,MED12,PTPRK",5,61,1.03,5,-0.447213595499958,-0.245231562703381
"GO:0045944","positive regulation of transcription by RNA polymerase II",0.00362,"CALCOCO1,CTNNB1,CXCL10,E2F4,EGR1,EGR2,EGR3,FOSL1,HIVEP1,IER2,IL2,IL23A,LEF1,LIF,MED12,MMP12,NCOA1,OSM,PAX5,SMARCA2,SQSTM1,TRERF1,ZNF227,ZNF33A,ZNF33B",25,810,14.12,25,0.2,0.196081563961805
"GO:0009897","external side of plasma membrane",0.00374,"CD27,CD40LG,CXCL10,ECE1,IL13,SLAMF6,SLC7A5,TCN2,TNFRSF9",9,182,3.08,9,1,0.40525969621676
"GO:0048145","regulation of fibroblast proliferation",0.00384,"CTNNB1,IFI30,IL13,LIF,PARP10",5,60,1.05,5,2.23606797749979,1.01293550104271
"GO:0045577","regulation of B cell differentiation",0.00411,"BCL6,CD27,IL2",3,19,0.33,3,-0.577350269189626,-0.314426627720195
"GO:0043065","positive regulation of apoptotic process",0.00418,"AIFM2,BCL6,C1QBP,CD40LG,CTNNB1,DUSP6,EEF1E1,FOSL1,IFNG,NCOA1,PDCD4,PPID,SQSTM1,TXNIP",14,360,6.28,14,1.0690449676497,0.31805573811721
"GO:0045582","positive regulation of T cell differentiation",0.00453,"BCL6,CD27,EGR3,IFNG,IL2,IL23A,ITPKB,LEF1,PNP,SMARCA2",10,89,1.55,10,0,0.171618000158693
"GO:0046638","positive regulation of alpha-beta T cell differentiation",0.00457,"IFNG,IL23A,ITPKB,PNP",4,39,0.68,4,1,0.680142321693807
"GO:0031343","positive regulation of cell killing",0.00457,"IFNG,IL23A,PVR,SLAMF6",4,39,0.68,4,1,0.708388244816823
"GO:0019904","protein domain specific binding",0.0048,"ADAM19,CALCOCO1,CBLB,CTNNB1,DNAJC6,E2F4,EGR2,KCNH2,L1CAM,LEF1,MED12,NOLC1,RAN,SQSTM1,TJP2,TRIM28,WARS1",17,501,8.46,17,0.242535625036333,-0.0371641788722193
"GO:0001222","transcription corepressor binding",0.0049,"BCL6,CNOT2,CTNNB1,LEF1",4,41,0.69,4,-1,-0.465218812680075
"GO:0002449","lymphocyte mediated immunity",0.00491,"BCL6,C1QBP,CD27,CD40LG,CD96,IL2,IL23A,PVR,SLAMF6",9,184,3.21,9,0.333333333333333,0.0284187543788663
"GO:0010812","negative regulation of cell-substrate adhesion",0.00501,"BCL6,GBP1,MMP12,SPRY4",4,40,0.7,4,1,0.647964883916373
"GO:0031400","negative regulation of protein modification process",0.00531,"CBLB,CTNNB1,DUSP6,IFNG,IL2,KIRREL2,NOC2L,PARP10,PAX5,PDCD4,PKIG,SPRY4,SQSTM1,WARS1",14,370,6.45,14,0.534522483824849,0.348523049110444
"GO:0009986","cell surface",0.00539,"C1QBP,CD27,CD40LG,CXCL10,ECE1,HBEGF,IL13,KCNH2,L1CAM,LRP8,NTRK1,PTPRK,PVR,RTN2,SLAMF6,SLC7A5,TCN2,TNFRSF9,TSPAN33",19,418,7.06,19,1.14707866935281,0.206104002793144
"GO:0042100","B cell proliferation",0.00542,"BCL6,CD40LG,IL13,IL2,LEF1",5,65,1.13,5,0.447213595499958,0.488066562226859
"GO:0010001","glial cell differentiation",0.00569,"CTNNB1,EGR2,IFNG,LEF1,LIF,MED12,TSPAN2",7,123,2.14,7,0.377964473009227,0.273008087406505
"GO:0001837","epithelial to mesenchymal transition",0.00594,"CTNNB1,LEF1,NOLC1,PDCD4,TCOF1,TRIM28",6,94,1.64,6,0.816496580927726,0.136309714184515
"GO:0021675","nerve development",0.00597,"CTNNB1,ECE1,EGR2,NTRK1",4,42,0.73,4,2,0.459483791033981
"GO:1903131","mononuclear cell differentiation",0.00609,"BCL6,CD27,CD40LG,CSF1,CSF2,CTNNB1,EGR1,EGR3,IFNG,IL2,IL23A,ITPKB,LEF1,LFNG,LMBR1L,NTRK1,PAX5,PNP,SLAMF6,SMARCA2,TNFRSF9",21,335,5.84,21,0.654653670707977,0.264481899648315
"GO:0000041","transition metal ion transport",0.00616,"ATP13A1,FKBP4,IFNG,SLC39A3,TCN2",5,67,1.17,5,2.23606797749979,0.966215037900902
"GO:0140888","interferon-mediated signaling pathway",0.00616,"IFI27,IFNG,IRAK1,MMP12,OAS1",5,67,1.17,5,2.23606797749979,1.19527493140192
"GO:0060428","lung epithelium development",0.00629,"CTNNB1,IL13,STRA6",3,22,0.38,3,1.73205080756888,1.0678909457448
"GO:0002313","mature B cell differentiation involved in immune response",0.00629,"BCL6,IL2,LFNG",3,22,0.38,3,0.577350269189626,0.307188948186192
"GO:0089718","amino acid import across plasma membrane",0.00629,"SLC1A5,SLC6A6,SLC7A5",3,22,0.38,3,1.73205080756888,0.498198140458449
"GO:0030857","negative regulation of epithelial cell differentiation",0.00629,"CTNNB1,IFNG,IL13",3,22,0.38,3,1.73205080756888,1.40657315090435
"GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation",0.0065,"BCL6,IFNG,IL2,IL23A",4,43,0.75,4,1,0.697356884153301
"GO:0030018","Z disc",0.00651,"CTNNB1,FBXO32,NEXN,PDLIM7,RTN2",5,70,1.18,5,0.447213595499958,0.164549741396561
"GO:0070665","positive regulation of leukocyte proliferation",0.00676,"BCL6,CD40LG,CSF1,CSF2,IL13,IL2,IL23A,PNP,TMIGD2",9,116,2.02,9,1.66666666666667,0.662423442862481
"GO:0042734","presynaptic membrane",0.00691,"CHRNA6,CTNNB1,DNAJC6,FOSL1,STX3",5,71,1.2,5,1.34164078649987,0.540701998332328
"GO:0000027","ribosomal large subunit assembly",0.00715,"BOP1,MRTO4,PPAN",3,23,0.4,3,1.73205080756888,0.631129488489242
"GO:0051180","vitamin transport",0.00715,"SLC35F3,STRA6,TCN2",3,23,0.4,3,1.73205080756888,0.954078448598555
"GO:0007622","rhythmic behavior",0.00715,"CSF2,EGR1,EGR2",3,23,0.4,3,1.73205080756888,1.20678198248809
"GO:0140374","antiviral innate immune response",0.00715,"ATAD3A,CXCL10,OAS1",3,23,0.4,3,1.73205080756888,0.805567572487915
"GO:1901224","positive regulation of NIK/NF-kappaB signaling",0.00764,"CD27,IL23A,IRAK1,PDCD4",4,45,0.78,4,0,-0.073526313088209
"GO:0035914","skeletal muscle cell differentiation",0.00764,"EGR1,EGR2,NLN,PAX5",4,45,0.78,4,1,0.492189838067806
"GO:0060999","positive regulation of dendritic spine development",0.00806,"IL2,LRP8,MAPK6",3,24,0.42,3,1.73205080756888,0.796951640621518
"GO:1901861","regulation of muscle tissue development",0.00806,"CTNNB1,LEF1,NIBAN2",3,24,0.42,3,0.577350269189626,0.206219793477771
"GO:0072539","T-helper 17 cell differentiation",0.00806,"IL2,IL23A,SLAMF6",3,24,0.42,3,0.577350269189626,0.496041637108695
"GO:0042129","regulation of T cell proliferation",0.00818,"BCL6,CBLB,CD40LG,CTNNB1,IL2,IL23A,PNP,TMIGD2,TNFRSF9",9,120,2.09,9,0.333333333333333,0.0712004902004282
"GO:0021766","hippocampus development",0.00825,"LEF1,LRP8,MFSD2A,RAN",4,46,0.8,4,1,0.426756063607389
"GO:0050776","regulation of immune response",0.00846,"BCL6,C1QBP,CBLB,CD96,GBP1,IFNG,IL13,IL2,IL23A,IRAK1,LRP8,LYAR,MAPKAPK3,MMP12,OAS1,PVR,SLAMF6,TMIGD2",18,557,9.71,18,1.88561808316413,0.481676746130685
"GO:0002763","positive regulation of myeloid leukocyte differentiation",0.00868,"CSF1,EVI2B,IFNG,IL23A,LEF1,LIF",6,39,0.68,6,0.816496580927726,0.63682958900076
"GO:0048483","autonomic nervous system development",0.00905,"CTNNB1,EGR2,NTRK1",3,25,0.44,3,1.73205080756888,0.423588782692067
"GO:0051281","positive regulation of release of sequestered calcium ion into cytosol",0.00905,"CXCL10,CXCL11,IL13",3,25,0.44,3,1.73205080756888,1.62459505916439
"GO:0048286","lung alveolus development",0.00905,"LIF,MMP12,STRA6",3,25,0.44,3,1.73205080756888,1.29870037046142
"GO:0048701","embryonic cranial skeleton morphogenesis",0.00905,"MED12,PAX5,SLC39A3",3,25,0.44,3,-0.577350269189626,-0.356256260875235
"GO:0032673","regulation of interleukin-4 production",0.00905,"CD40LG,LEF1,SLC7A5",3,25,0.44,3,0.577350269189626,0.316100504710205
"GO:0015175","neutral L-amino acid transmembrane transporter activity",0.0093,"SLC1A5,SLC6A6,SLC7A5",3,26,0.44,3,1.73205080756888,0.498198140458449
"GO:0009615","response to virus",0.00954,"ATAD3A,C1QBP,CCL22,CXCL10,FOSL1,GBP1,IFI27,IFNG,IL23A,ISG20,MMP12,OAS1,ODC1,POLR3E,RPS15A,TRIM28",16,308,5.37,16,3.5,0.77326465594781
"GO:0150104","transport across blood-brain barrier",0.00958,"MFSD2A,SLC1A5,SLC6A6,SLC7A5",4,48,0.84,4,2,0.661425880382562
"GO:0098586","cellular response to virus",0.00958,"CXCL10,IFNG,MMP12,OAS1",4,48,0.84,4,2,1.26506921240571
"GO:0007411","axon guidance",0.0096,"ECE1,EGR2,L1CAM,NEXN,NIBAN2,NTRK1",6,104,1.81,6,1.63299316185545,0.47621303646818
"GO:0030522","intracellular receptor signaling pathway",0.00973,"C1QBP,CALCOCO1,CNOT2,FKBP4,IRAK1,LBH,NCOA1,OAS1,TRERF1",9,205,3.57,9,-0.333333333333333,-0.0227322137484361
"GO:0051607","defense response to virus",0.00975,"ATAD3A,C1QBP,CXCL10,GBP1,IFI27,IFNG,IL23A,ISG20,MMP12,OAS1,POLR3E,TRIM28",12,231,4.03,12,3.46410161513775,0.85647919406114
"GO:0004222","metalloendopeptidase activity",0.0099,"ADAM19,ECE1,MMP12,NLN",4,50,0.84,4,2,0.905269932689683
"GO:0030374","nuclear receptor coactivator activity",0.0099,"CALCOCO1,MED12,NCOA1,TRERF1",4,50,0.84,4,-2,-0.687139753777961
"GO:1904377","positive regulation of protein localization to cell periphery",0.01029,"EPB41,IFNG,SQSTM1,STX3",4,49,0.85,4,0,0.542127841798919
"GO:0071383","cellular response to steroid hormone stimulus",0.01045,"CALCOCO1,CNOT2,FBXO32,FKBP4,LBH,RAN,TRERF1",7,138,2.41,7,-1.13389341902768,-0.299579658705875
"GO:0045088","regulation of innate immune response",0.0107,"C1QBP,CD96,IRAK1,LRP8,LYAR,MAPKAPK3,MMP12,OAS1,PVR,SLAMF6",10,245,4.27,10,1.89736659610103,0.451613246515022
"GO:0043409","negative regulation of MAPK cascade",0.01096,"DUSP2,DUSP6,GBP1,LIF,PDCD4,SPRY4",6,107,1.87,6,1.63299316185545,0.911102289927298
"GO:0035282","segmentation",0.01104,"EGR2,LEF1,LFNG,MED12",4,50,0.87,4,0,-0.0257602551334288
"GO:0032733","positive regulation of interleukin-10 production",0.01122,"CD40LG,IL13,IL23A",3,27,0.47,3,1.73205080756888,1.17774300604961
"GO:0002715","regulation of natural killer cell mediated immunity",0.01122,"CD96,PVR,SLAMF6",3,27,0.47,3,-0.577350269189626,-0.272854254117852
"GO:0021545","cranial nerve development",0.01122,"CTNNB1,EGR2,NTRK1",3,27,0.47,3,1.73205080756888,0.423588782692067
"GO:0046578","regulation of Ras protein signal transduction",0.01125,"BCL6,CSF1,ITPKB,NTRK1,SPRY4,SQSTM1,STARD8",7,140,2.44,7,0.377964473009227,0.324043940631848
"GO:0034097","response to cytokine",0.01142,"CCL22,CSF1,CSF2,CXCL10,CXCL11,EEF1E1,EGR1,FOSL1,GBP1,IFI27,IFNG,IL13,IRAK1,LEF1,LRP8,MAPKAPK3,MMP12,OAS1,OSM,SPRY4,SRM,STIP1",22,610,10.64,22,4.26401432711221,1.07196969817749
"GO:0033549","MAP kinase phosphatase activity",0.0117,"DUSP2,DUSP6",2,10,0.17,2,1.41421356237309,0.983714455919659
"GO:0070016","armadillo repeat domain binding",0.0117,"CALCOCO1,LEF1",2,10,0.17,2,-1.41421356237309,-0.527154518153356
"GO:0048863","stem cell differentiation",0.0121,"CTNNB1,LBH,LIF,LMBR1L,NOLC1,OSM,TCOF1",7,142,2.48,7,1.13389341902768,0.531683685716051
"GO:0097009","energy homeostasis",0.0124,"MFSD2A,PASK,SQSTM1",3,28,0.49,3,-0.577350269189626,0.130711856956249
"GO:0032570","response to progesterone",0.0124,"FOSL1,TRERF1,TXNIP",3,28,0.49,3,-0.577350269189626,-0.131856611454818
"GO:2000351","regulation of endothelial cell apoptotic process",0.0124,"CD40LG,IL13,PDCD4",3,28,0.49,3,0.577350269189626,0.812879983348311
"GO:2000774","positive regulation of cellular senescence",0.01241,"EEF1E1,YPEL3",2,10,0.17,2,0,-0.11515424985193
"GO:0072540","T-helper 17 cell lineage commitment",0.01241,"IL23A,SLAMF6",2,10,0.17,2,0,0.136545164317322
"GO:0060713","labyrinthine layer morphogenesis",0.01241,"LEF1,NCOA1",2,10,0.17,2,-1.41421356237309,-0.408364071401108
"GO:0045579","positive regulation of B cell differentiation",0.01241,"CD27,IL2",2,10,0.17,2,0,0.0702095025774985
"GO:0003338","metanephros morphogenesis",0.01241,"CTNNB1,LIF",2,10,0.17,2,1.41421356237309,0.936697994379199
"GO:0034393","positive regulation of smooth muscle cell apoptotic process",0.01241,"IFNG,PDCD4",2,10,0.17,2,0,0.781751387066726
"GO:0042492","gamma-delta T cell differentiation",0.01241,"EGR3,LEF1",2,10,0.17,2,0,0.133624023007172
"GO:0060026","convergent extension",0.01241,"TRIM28,WNT5B",2,10,0.17,2,0,-0.705268025178802
"GO:1900025","negative regulation of substrate adhesion-dependent cell spreading",0.01241,"GBP1,SPRY4",2,10,0.17,2,1.41421356237309,1.13524579273408
"GO:0060337","type I interferon-mediated signaling pathway",0.01263,"IFI27,IRAK1,MMP12,OAS1",4,52,0.91,4,2,1.013857361724
"GO:0032729","positive regulation of type II interferon production",0.01263,"IL2,IL23A,SLAMF6,SLC7A5",4,52,0.91,4,1,0.534735810193949
"GO:0030518","intracellular steroid hormone receptor signaling pathway",0.01346,"CALCOCO1,CNOT2,FKBP4,LBH,TRERF1",5,81,1.41,5,-1.34164078649987,-0.358782379048558
"GO:0007160","cell-matrix adhesion",0.01346,"BCL6,CD96,CSF1,CTNNB1,L1CAM,MMP12,PTPRK",7,145,2.53,7,0.377964473009227,0.0249010414328231
"GO:0071357","cellular response to type I interferon",0.01348,"IFI27,IRAK1,MMP12,OAS1",4,53,0.92,4,2,1.013857361724
"GO:0014013","regulation of gliogenesis",0.01348,"CTNNB1,EGR2,LIF,SLC7A5",4,53,0.92,4,2,0.766249406104239
"GO:0042476","odontogenesis",0.01348,"CSF1,CTNNB1,LEF1,SLC7A5",4,53,0.92,4,1,0.351931893219257
"GO:2000515","negative regulation of CD4-positive, alpha-beta T cell activation",0.01366,"BCL6,CBLB,IL2",3,29,0.51,3,-0.577350269189626,-0.0624945798354805
"GO:1990907","beta-catenin-TCF complex",0.01414,"CTNNB1,LEF1",2,11,0.19,2,0,-0.0999124793723296
"GO:0017101","aminoacyl-tRNA synthetase multienzyme complex",0.01414,"EEF1E1,MARS1",2,11,0.19,2,1.41421356237309,0.717846563728661
"GO:0006611","protein export from nucleus",0.01437,"DESI1,EGR2,IFI27,RAN",4,54,0.94,4,2,0.624296570469006
"GO:0009755","hormone-mediated signaling pathway",0.01465,"CALCOCO1,CNOT2,FKBP4,LBH,NCOA1,TRERF1",6,114,1.99,6,-1.63299316185545,-0.353925794796398
"GO:0002706","regulation of lymphocyte mediated immunity",0.01465,"BCL6,CD96,IL2,IL23A,PVR,SLAMF6",6,114,1.99,6,0,0.00831992735767909
"GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific",0.0148,"E2F4,EGR1,EGR2,EGR3,FOSL1,LEF1,PAX5,ZNF227,ZNF33A,ZNF33B",10,266,4.49,10,0,0.0617532613558521
"GO:0071345","cellular response to cytokine stimulus",0.01485,"CCL22,CSF1,CSF2,CXCL10,CXCL11,EEF1E1,EGR1,GBP1,IFI27,IFNG,IL13,IRAK1,LEF1,LRP8,MMP12,OAS1,OSM,SPRY4,SRM,STIP1",20,538,9.38,20,4.02492235949962,1.10336112551829
"GO:0015804","neutral amino acid transport",0.01499,"SLC1A5,SLC6A6,SLC7A5",3,30,0.52,3,1.73205080756888,0.498198140458449
"GO:0030858","positive regulation of epithelial cell differentiation",0.01499,"CTNNB1,IL13,LIF",3,30,0.52,3,1.73205080756888,1.29496997361197
"GO:0006241","CTP biosynthetic process",0.015,"NME1,UCK2",2,11,0.19,2,1.41421356237309,0.556447496426263
"GO:0032328","alanine transport",0.015,"SLC6A6,SLC7A5",2,11,0.19,2,1.41421356237309,0.487555921228786
"GO:0060438","trachea development",0.015,"CTNNB1,LEF1",2,11,0.19,2,0,-0.0999124793723296
"GO:0033147","negative regulation of intracellular estrogen receptor signaling pathway",0.015,"CNOT2,LBH",2,11,0.19,2,-1.41421356237309,-0.459842300510727
